,Assisted-Dips,The Assisted Dip is a helpful upper-body exercise that builds triceps and chest strength using support to ease the movement.,Assistance Machine/M bands,Eccentric/Concentric,5,70-130° shoulder flexion,2,3,2,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/assisted.dip_.gif?resize=600%2C589&ssl=1,Chest
,Band-Assisted-Bench-Press,"The Band Assisted Bench Press uses resistance bands to reduce load and guide your form, making it a friendly introduction to pressing strength.",Barbell/Bands,Eccentric/Concentric,3,60-90° shoulder flexion,2,2,2,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/bench-with-band-assistance.gif?resize=600%2C600&ssl=1,Chest
,Bar-Dip,The Bar Dip is a classic bodyweight exercise known for targeting the triceps and chest while demanding a fair amount of upper-body control.,Parallel Bars,Eccentric/Concentric,7,70-130° shoulder flexion,3,3,2,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Dips.gif?resize=600%2C600&ssl=1,Chest
,Bench-Press,"The Bench Press is one of the most popular chest exercises, celebrated for its effectiveness in building upper-body power.",Barbell/Bench,Eccentric/Concentric,10,60-90° shoulder flexion,2,2,3,FALSE,TRUE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/09/bench-press.gif?resize=600%2C600&ssl=1,Chest
,Bench-Press-Against-Band,"The Bench Press Against Band variation adds elastic resistance to your press, helping refine stability and strength simultaneously.",Barbell/Bands,Eccentric/Concentric,4,60-90° shoulder flexion,2,2,3,FALSE,TRUE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/bench-against-band.gif?resize=600%2C600&ssl=1,Chest
,Board-Press,The Board Press is a specialized variation that shortens the range of motion to help improve lockout strength in your bench press.,Barbell/Boards,Eccentric/Concentric,2,30-60° shoulder flexion,1,1,3,FALSE,TRUE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/board-bench-press.gif?resize=600%2C600&ssl=1,Chest
,Cable-Chest-Press,"The Cable Chest Press delivers smooth, constant tension on the chest muscles, offering a controlled alternative to free weights.",Cable Machine,Eccentric/Concentric,6,60-120° shoulder flexion,1,1,1,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-chest-press.gif?resize=600%2C600&ssl=1,Chest
,Close-Grip-Bench-Press,"The Close Grip Bench Press focuses on the triceps and inner chest, making it a precise variation for targeted strength.",Barbell/Bench,Eccentric/Concentric,8,50-80° shoulder flexion,2,2,3,FALSE,TRUE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/09/Close-grip-bench-press.gif?resize=600%2C600&ssl=1,Chest/Triceps
,Close-Grip-Feet-up-Bench-Press,"The Close Grip Feet-up Bench Press challenges stability by removing lower body support, engaging both the upper body and core.",Barbell/Bench,Eccentric/Concentric,1,50-80° shoulder flexion,3,3,3,FALSE,TRUE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Close-Grip-Feet-Up-Bench-Press.gif?resize=600%2C600&ssl=1,Chest
,Decline-Bench-Press,"The Decline Bench Press targets the lower chest through an angled movement, adding variety to your pressing routine.",Barbell/Decline Bench,Eccentric/Concentric,7,50-80° shoulder flexion,2,2,3,FALSE,TRUE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Decline-Bench-Press.gif?resize=600%2C600&ssl=1,Chest
,Decline-Push-Up,"The Decline Push-Up is a bodyweight exercise that shifts emphasis to the upper chest and shoulders, making it versatile for home workouts.",Decline Surface,Eccentric/Concentric,5,70-110° shoulder flexion,1,1,1,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/05/Decline-push-up.gif?resize=600%2C600&ssl=1,Chest
,Dumbbell-Chest-Fly,"The Dumbbell Chest Fly isolates the chest muscles with a wide, sweeping motion, offering a complementary movement to pressing exercises.",Dumbbells,Eccentric/Concentric,6,90-150° shoulder horizontal abduction,3,3,1,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Chest-Fly.gif?resize=600%2C600&ssl=1,Chest
,Dumbbell-Chest-Press,"The Dumbbell Chest Press allows for unilateral movement and a natural range of motion, effectively building chest and triceps strength.",Dumbbells/Bench,Eccentric/Concentric,9,60-120° shoulder flexion,2,2,2,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Chest-Press.gif?resize=600%2C600&ssl=1,Chest
,Dumbbell-Decline-Chest-Press,The Dumbbell Decline Chest Press emphasizes the lower chest while allowing for balanced control with each arm.,Dumbbells/Decline Bench,Eccentric/Concentric,4,50-80° shoulder flexion,2,2,2,FALSE,FALSE,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/dumbbell-decline-chest-press.gif?resize=600%2C601&ssl=1,Chest
